City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Dusseldorf,DE,51.2217,6.7762,45.0,65,0,8.05,clear sky
347,Liberty,US,31.8335,-81.5004,80.6,74,40,6.91,scattered clouds
348,Talnakh,RU,69.4865,88.3972,-3.59,99,73,1.52,broken clouds
349,Iskateley,RU,67.6803,53.1512,19.38,90,68,9.55,broken clouds
350,Ponta Do Sol,PT,32.6667,-17.1,64.4,94,75,16.11,broken clouds
351,Ayan,RU,56.45,138.1667,16.88,83,99,1.86,overcast clouds
352,Vostok,RU,46.4856,135.8833,37.94,96,85,3.49,overcast clouds
353,Kilinochchi,LK,9.3961,80.3982,75.74,92,85,4.41,overcast clouds
354,Thompson,CA,55.7435,-97.8558,23.0,50,75,11.5,broken clouds
355,Caravelas,BR,-17.7125,-39.2481,75.88,74,18,5.01,few clouds
356,Odweyne,SO,9.4092,45.064,68.52,37,21,8.97,few clouds
357,Grand Island,US,40.925,-98.342,53.6,32,1,17.27,clear sky
358,Cerveteri,IT,41.9926,12.0924,51.01,93,20,3.44,few clouds
359,Lewistown,US,40.5992,-77.5714,62.6,51,1,3.42,clear sky
360,Stepnogorsk,KZ,52.3544,71.8869,26.67,96,100,7.45,overcast clouds
361,Pedra,BR,-8.4969,-36.9408,68.74,95,45,4.43,scattered clouds
362,Marsabit,KE,2.3284,37.9899,71.65,41,100,4.81,overcast clouds
363,Pochutla,MX,15.7432,-96.4661,89.6,37,1,14.97,clear sky
364,Shenjiamen,CN,29.9576,122.298,56.25,95,100,6.15,overcast clouds
365,Coahuayana,MX,18.7333,-103.6833,78.8,44,40,11.5,scattered clouds
366,Vila,PT,42.0304,-8.1588,46.0,75,0,1.01,clear sky
367,Codrington,AU,-38.2667,141.9667,63.59,61,57,9.4,broken clouds
368,Capreol,CA,46.706,-80.9225,34.0,74,90,9.22,overcast clouds
369,Yar-Sale,RU,66.8333,70.8333,-12.75,100,74,2.73,broken clouds
370,Iisalmi,FI,63.5592,27.1907,33.8,93,99,5.75,overcast clouds
371,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.32,86,0,9.15,clear sky
372,Harper,LR,4.375,-7.7169,77.54,88,14,2.66,light rain
373,Upata,VE,8.0086,-62.3989,75.99,87,48,3.0,scattered clouds
374,Ledyard,US,41.4398,-72.0142,53.01,71,1,4.61,clear sky
375,Hundested,DK,55.9667,11.8667,41.0,100,5,5.01,clear sky
376,Balkanabat,TM,39.5108,54.3671,46.99,68,99,15.32,overcast clouds
377,Nipawin,CA,53.3668,-104.0009,30.2,64,1,5.75,clear sky
378,Chimoio,MZ,-19.1164,33.4833,71.6,100,40,4.61,scattered clouds
379,Dali,CN,25.7,100.1833,49.73,40,0,3.4,clear sky
380,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.0,43,99,24.61,overcast clouds
381,Mangan,IN,27.5167,88.5333,61.43,28,0,7.76,clear sky
382,Ponta Delgada,PT,37.7333,-25.6667,51.8,82,20,1.7,few clouds
383,Lukh,RU,57.0124,42.2584,29.75,96,100,3.83,snow
384,Vidim,RU,56.4088,103.1106,19.67,94,99,4.0,overcast clouds
385,Tuatapere,NZ,-46.1333,167.6833,61.0,87,100,3.0,overcast clouds
386,Pokhvistnevo,RU,53.6524,52.1274,30.18,91,100,10.63,overcast clouds
387,Bajil,YE,15.0584,43.2851,77.65,52,16,3.98,few clouds
388,Broome,US,42.2506,-75.833,52.0,62,1,5.75,clear sky
389,Arman,RU,59.7,150.1667,6.03,85,90,1.95,overcast clouds
390,Tongliao,CN,43.6125,122.2653,53.4,26,37,15.75,scattered clouds
391,Yabassi,CM,4.457,9.9682,78.8,100,20,2.3,few clouds
392,Ilheus,BR,-14.7889,-39.0494,80.6,78,20,5.75,few clouds
393,Cherskiy,RU,68.75,161.3,0.57,80,32,5.61,scattered clouds
394,Tommot,RU,58.9564,126.2925,22.1,93,87,1.48,overcast clouds
395,Virginia Beach,US,36.8529,-75.978,60.8,77,90,10.36,overcast clouds
396,Pandan,PH,14.0453,124.1694,80.26,83,84,8.03,broken clouds
397,Uarini,BR,-2.99,-65.1083,77.0,88,90,4.61,moderate rain
398,Risor,NO,58.7206,9.2342,35.01,81,1,3.0,clear sky
399,Mandalgovi,MN,45.7625,106.2708,21.27,44,3,10.69,clear sky
400,Sur,OM,22.5667,59.5289,81.52,42,50,7.29,scattered clouds
401,Diego De Almagro,CL,-26.3667,-70.05,64.17,42,19,2.95,few clouds
402,Datong,CN,40.0936,113.2914,38.88,28,0,16.37,clear sky
403,Sarangani,PH,5.4033,125.4636,81.37,76,100,9.37,very heavy rain
404,Hamilton,US,39.1834,-84.5333,68.0,56,1,9.22,clear sky
405,Tanabe,JP,33.7333,135.3667,64.4,72,75,18.41,broken clouds
406,Mianyang,CN,31.4593,104.7542,57.92,71,0,1.19,clear sky
407,Gizo,SB,-8.103,156.8419,85.03,69,67,7.78,broken clouds
408,Tautira,PF,-17.7333,-149.15,87.8,58,40,11.5,light rain
409,Casper,US,42.8666,-106.3131,45.0,42,1,4.61,clear sky
410,Barranco,PA,9.5167,-82.7,78.8,78,20,2.3,few clouds
411,Sabang,ID,5.8933,95.3214,82.06,70,87,3.87,overcast clouds
412,Bambanglipuro,ID,-7.95,110.2833,78.55,83,75,2.77,broken clouds
413,Thinadhoo,MV,0.5333,72.9333,82.17,76,100,12.55,overcast clouds
414,Kavaratti,IN,10.5669,72.642,82.42,78,100,3.62,overcast clouds
415,Zaranj,AF,30.9667,61.8833,80.71,17,0,8.79,clear sky
416,Boromo,BF,11.75,-2.9333,86.65,35,18,8.1,few clouds
417,Vestmannaeyjar,IS,63.4427,-20.2734,37.76,60,94,25.19,overcast clouds
418,Jiangyou,CN,31.7667,104.7167,58.42,73,0,2.15,clear sky
419,Adrar,MR,20.5022,-10.0711,77.83,5,1,9.69,clear sky
420,Alice Springs,AU,-23.7,133.8833,77.0,47,48,12.66,scattered clouds
421,East Stroudsburg,US,40.9995,-75.1813,57.0,49,100,2.75,overcast clouds
422,Dukat,RU,62.55,155.55,6.15,71,47,1.48,scattered clouds
423,Manggar,ID,-2.8833,108.2667,79.74,81,73,3.27,broken clouds
424,Oktyabrskiy,RU,54.4815,53.471,27.57,93,100,9.95,overcast clouds
425,Pout,SN,14.7739,-17.0603,66.2,82,3,23.02,clear sky
426,Umba,RU,66.6871,34.3429,33.46,96,99,10.11,overcast clouds
427,Kandalaksha,RU,67.162,32.4123,35.01,98,100,7.16,overcast clouds
428,Celestun,MX,20.8667,-90.4,85.87,62,44,8.46,scattered clouds
429,Saint-Augustin,CA,51.226,-58.6502,10.22,82,49,9.37,scattered clouds
430,Sai Buri,TH,6.7013,101.6168,77.18,86,5,5.64,clear sky
431,Ahuimanu,US,21.4447,-157.8378,82.4,73,40,14.97,scattered clouds
432,Lamu,KE,-2.2717,40.902,80.6,83,40,6.64,scattered clouds
433,Nakatunguru,TZ,-2.1167,33.0667,64.4,94,75,8.43,light rain
434,Kahului,US,20.8947,-156.47,82.4,57,40,23.02,scattered clouds
435,Kharp,RU,66.8014,65.8081,10.65,93,77,6.42,broken clouds
436,Tucuman,AR,-26.8241,-65.2226,68.0,73,0,3.44,clear sky
437,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,31.62,90,93,4.32,overcast clouds
438,Nyurba,RU,63.2842,118.3319,18.43,94,95,4.85,overcast clouds
439,Altay,CN,47.8667,88.1167,29.7,62,18,7.16,few clouds
440,Luangwa,ZM,-15.6167,30.4167,70.43,94,61,2.71,broken clouds
441,Yokadouma,CM,3.5167,15.05,72.18,74,35,2.06,scattered clouds
442,Chengde,CN,40.9725,117.9361,46.49,34,34,18.95,scattered clouds
443,Mokhsogollokh,RU,61.4681,128.9203,20.25,90,77,5.3,broken clouds
444,Seydi,TM,39.4816,62.9137,58.71,57,89,10.2,overcast clouds
445,Sola,VU,-13.8833,167.55,83.12,73,36,14.94,scattered clouds
446,Frolovo,RU,49.7713,43.6622,30.99,92,100,4.0,overcast clouds
447,Smithers,CA,54.7804,-127.1743,39.2,87,90,10.36,light rain
448,Asfi,MA,32.2994,-9.2372,60.84,78,40,9.33,scattered clouds
449,Ozernovskiy,RU,51.5,156.5167,25.88,77,100,29.39,overcast clouds
450,Kapustin Yar,RU,48.5831,45.7372,36.52,91,100,7.58,overcast clouds
451,Bud,US,39.447,-86.1758,69.8,49,1,4.61,clear sky
452,Komsomolets,KZ,53.7453,62.0708,28.96,95,95,17.07,light snow
453,Ocho Rios,JM,18.4025,-77.1048,79.0,82,22,5.99,few clouds
454,Oyama,JP,36.3,139.8,66.0,55,75,17.27,moderate rain
455,Viedma,AR,-40.8135,-62.9967,58.86,51,4,14.2,clear sky
456,Keelung,TW,25.1283,121.7419,75.99,83,20,4.61,few clouds
457,Kaseda,JP,31.4167,130.3167,64.4,94,90,1.14,mist
458,Inhambane,MZ,-23.865,35.3833,71.55,90,9,8.21,clear sky
459,Yumen,CN,40.2833,97.2,46.35,27,100,5.28,overcast clouds
460,Contamana,PE,-7.3333,-75.0167,75.45,94,47,2.64,scattered clouds
461,Korla,CN,41.7597,86.1469,50.83,58,41,8.08,scattered clouds
462,Port Blair,IN,11.6667,92.75,80.82,79,98,2.24,overcast clouds
463,Wang Noi,TH,14.2269,100.7155,84.2,79,20,8.05,few clouds
464,Sinegorye,RU,62.0788,150.477,4.68,75,22,1.9,few clouds
465,Watertown,US,42.3709,-71.1828,50.0,70,1,8.05,clear sky
466,Kajaani,FI,64.2273,27.7285,37.4,87,75,10.36,broken clouds
467,Takaungu,KE,-3.6837,39.8566,77.0,83,75,3.44,broken clouds
468,Kieta,PG,-6.2167,155.6333,83.62,73,95,7.67,light rain
469,George Town,MY,5.4112,100.3354,80.6,94,20,4.65,few clouds
470,Flin Flon,CA,54.7682,-101.865,28.4,37,20,12.66,few clouds
471,Angoche,MZ,-16.2325,39.9086,77.5,86,15,5.68,few clouds
472,Comodoro Rivadavia,AR,-45.8667,-67.5,73.4,38,0,10.36,clear sky
473,San Javier,ES,37.8063,-0.8374,59.0,82,93,14.97,overcast clouds
474,Media Luna,CU,20.1419,-77.435,81.3,67,31,7.36,scattered clouds
475,Xichang,CN,27.8964,102.2634,55.51,65,1,0.58,clear sky
476,Ciocile,RO,44.8167,27.2333,46.0,40,25,7.25,scattered clouds
477,Chilca,PE,-12.5211,-76.7372,70.0,78,0,8.05,clear sky
478,Aizkraukle,LV,56.6048,25.2553,46.0,69,74,5.01,broken clouds
479,Altamira,BR,-3.2033,-52.2064,73.08,96,77,2.55,broken clouds
480,Okha,RU,53.5739,142.9478,24.06,76,12,12.8,few clouds
481,Warri,NG,5.5167,5.75,77.61,90,93,3.33,overcast clouds
482,Xining,CN,36.6167,101.7667,41.34,31,68,1.07,broken clouds
483,Carutapera,BR,-1.195,-46.02,74.68,92,77,6.91,broken clouds
484,Urdoma,RU,61.7533,48.5442,12.4,97,47,2.77,scattered clouds
485,Beisfjord,NO,68.3751,17.5988,33.8,100,90,5.75,light snow
486,Mala,PE,-12.6581,-76.6308,70.7,83,25,2.17,scattered clouds
487,Bronnoysund,NO,65.4625,12.1997,39.2,87,75,17.27,broken clouds
488,Cabedelo,BR,-6.9811,-34.8339,78.8,94,75,2.3,broken clouds
489,Raton,US,36.9034,-104.4391,50.0,25,1,6.91,clear sky
490,Rovaniemi,FI,66.5,25.7167,37.4,87,40,14.97,scattered clouds
491,Ambilobe,MG,-13.2,49.05,71.98,96,100,2.3,light rain
492,Yorosso,ML,12.3536,-4.7761,87.44,13,0,13.73,clear sky
493,Magistralnyy,RU,56.1725,107.4458,17.04,89,89,3.67,overcast clouds
494,Prudnik,PL,50.3212,17.5746,39.99,60,55,1.99,light snow
495,Klyuchi,RU,52.2667,79.1667,25.02,94,89,7.18,overcast clouds
496,San Matias,BO,-16.3667,-58.4,79.07,64,81,4.12,broken clouds
497,Coquimbo,CL,-29.9533,-71.3436,59.0,88,75,8.05,broken clouds
498,Nantucket,US,41.2835,-70.0995,41.0,87,59,14.58,broken clouds
499,Muzhi,RU,65.3667,64.6667,20.35,86,82,9.1,broken clouds
500,Rincon,US,32.296,-81.2354,77.0,73,75,11.5,broken clouds
501,Ciamis,ID,-7.3257,108.3534,75.96,91,71,0.98,broken clouds
502,Bowen,AU,-20.0167,148.2333,82.4,69,1,11.5,clear sky
503,Tomatlan,MX,19.9333,-105.25,80.89,38,91,7.67,overcast clouds
504,Payo,ID,-3.7508,103.6372,73.17,97,95,2.04,overcast clouds
505,Gladstone,AU,-23.85,151.25,80.6,61,40,4.61,scattered clouds
506,Saint Anthony,US,45.0205,-93.218,37.99,87,90,13.8,moderate rain
507,Kruisfontein,ZA,-34.0033,24.7314,57.0,80,15,1.01,few clouds
508,Semnan,IR,35.5729,53.3971,47.41,52,6,12.01,clear sky
509,Homer,US,59.6425,-151.5483,34.0,37,40,10.36,scattered clouds
510,Requena,ES,39.4883,-1.1004,50.0,84,81,4.05,broken clouds
511,Santa Paula,US,34.3542,-119.0593,73.99,31,1,9.22,clear sky
512,Urumqi,CN,43.801,87.6005,46.4,61,0,6.71,clear sky
513,Slave Lake,CA,55.2834,-114.769,46.4,57,90,4.61,overcast clouds
514,Abu Samrah,SY,35.3029,37.1841,41.22,68,0,3.31,clear sky
515,Piterka,RU,50.6803,47.4454,34.23,97,100,7.2,overcast clouds
516,Kenitra,MA,34.261,-6.5802,60.8,88,75,8.05,broken clouds
517,Oktyabrskoye,RU,43.0645,44.7417,41.0,70,99,4.47,overcast clouds
518,Jalu,LY,29.0331,21.5482,54.79,38,0,6.15,clear sky
519,Ferme-Neuve,CA,46.7001,-75.4493,35.6,75,95,6.91,overcast clouds
520,Omboue,GA,-1.5746,9.2618,78.75,87,75,5.26,broken clouds
521,Peniche,PT,39.3558,-9.3811,53.01,86,15,3.0,few clouds
522,Talara,PE,-4.5772,-81.2719,78.8,65,0,10.36,clear sky
523,Alta Floresta,BR,-9.8756,-56.0861,77.0,94,40,1.14,scattered clouds
524,West Wendover,US,40.7391,-114.0733,57.2,33,1,10.36,clear sky
525,Bahia Blanca,AR,-38.7196,-62.2724,58.77,63,0,9.57,clear sky
526,Novyy Urengoy,RU,66.0833,76.6333,-6.3,99,70,10.16,broken clouds
527,Pedro Ii,BR,-4.4247,-41.4586,67.35,97,88,3.24,moderate rain
528,Taltal,CL,-25.4,-70.4833,64.8,76,63,3.71,broken clouds
529,Kagoro,NG,9.6,8.3833,75.29,16,6,9.98,clear sky
530,Sunrise Manor,US,36.2111,-115.0731,73.4,14,1,11.5,clear sky
531,Avera,US,33.194,-82.5271,78.8,69,1,3.44,clear sky
532,West Bay,KY,19.3667,-81.4167,82.4,69,20,12.66,few clouds
533,Campina Verde,BR,-19.5356,-49.4864,76.1,53,8,2.55,clear sky
534,Wote,KE,-1.7808,37.6288,66.43,77,99,0.47,overcast clouds
535,Anchorage,US,61.2181,-149.9003,35.6,35,20,5.75,few clouds
536,Banda Aceh,ID,5.5577,95.3222,79.47,77,70,4.43,broken clouds
537,Tala,EG,30.6803,30.9429,55.98,51,62,8.25,broken clouds
538,Vanderhoof,CA,54.0166,-124.0198,46.44,65,100,12.06,overcast clouds
539,Shenkursk,RU,62.1091,42.896,22.3,97,52,3.91,broken clouds
540,Kindia,GN,10.0569,-12.8658,70.52,86,29,3.09,scattered clouds
541,Hrubieszow,PL,50.805,23.8925,45.43,87,100,9.19,light rain
542,Magadi,IN,12.9667,77.2333,68.0,83,97,2.3,overcast clouds
543,San Quintin,MX,30.4833,-115.95,66.09,41,0,11.43,clear sky
544,Barpali,IN,21.2,83.5833,75.18,28,0,1.41,clear sky
545,Sorland,NO,67.667,12.6934,37.17,72,100,19.66,overcast clouds
546,Ravar,IR,31.2656,56.8055,74.14,17,18,22.57,few clouds
547,Aklavik,CA,68.2191,-135.0107,-4.0,65,20,10.36,few clouds
548,Makakilo City,US,21.3469,-158.0858,84.2,48,40,10.36,scattered clouds
549,Labuan,MY,5.2767,115.2417,77.0,94,20,1.14,few clouds
550,Golden,US,39.7555,-105.2211,53.01,29,20,10.4,few clouds
551,Cururupu,BR,-1.8283,-44.8683,72.41,97,78,3.0,broken clouds
552,Maniitsoq,GL,65.4167,-52.9,-9.22,88,18,9.42,few clouds
553,Aksarka,RU,66.5606,67.7975,5.07,96,82,6.46,light snow
554,Srandakan,ID,-7.9386,110.2506,78.64,83,74,2.86,broken clouds
555,Morehead,US,37.2711,-87.1764,66.99,72,1,9.22,clear sky
556,Hualmay,PE,-11.0964,-77.6139,70.38,81,22,6.51,few clouds
557,Opuwo,NA,-18.0607,13.84,69.82,63,77,4.41,broken clouds
558,Russell,US,32.3502,-85.1999,80.6,65,1,5.59,clear sky
559,Hovd,MN,48.0056,91.6419,25.93,30,5,1.5,clear sky
560,Tura,IN,25.5198,90.2201,69.76,15,0,2.57,clear sky
561,Yinchuan,CN,38.4681,106.2731,45.23,21,75,7.52,broken clouds
562,Umm Lajj,SA,25.0213,37.2685,69.87,50,12,18.81,few clouds
563,Qaqortoq,GL,60.7167,-46.0333,10.4,52,75,1.14,broken clouds
564,Siderno,IT,38.2779,16.302,55.0,66,20,3.44,few clouds
565,Salinopolis,BR,-0.6136,-47.3561,77.61,85,86,12.53,overcast clouds
566,Lagoa,PT,39.05,-27.9833,59.27,88,25,11.07,scattered clouds
567,Cap Malheureux,MU,-19.9842,57.6142,77.0,82,79,3.0,broken clouds
568,Eyl,SO,7.9803,49.8164,77.45,81,86,10.78,overcast clouds
569,Zaokskiy,RU,54.7306,37.4089,30.02,96,96,2.51,overcast clouds
570,Haines Junction,CA,60.7522,-137.5108,26.6,59,100,14.97,overcast clouds
571,Vilhena,BR,-12.7406,-60.1458,78.8,73,20,3.44,few clouds
572,Hit,IQ,33.6416,42.8251,52.05,28,0,9.04,clear sky
573,Plettenberg Bay,ZA,-34.0527,23.3716,58.28,78,57,4.52,broken clouds
574,Vardo,NO,70.3705,31.1107,36.75,96,100,19.33,overcast clouds
575,Bridlington,GB,54.0831,-0.1919,46.0,75,100,8.99,overcast clouds
576,El Alto,PE,-4.2714,-81.2147,78.8,65,0,10.36,clear sky
577,Qasigiannguit,GL,68.8193,-51.1922,-14.8,53,12,5.75,few clouds
578,Farafangana,MG,-22.8167,47.8333,74.17,93,7,4.88,clear sky
579,Portland,US,45.5234,-122.6762,64.99,42,75,3.44,broken clouds
580,Campbeltown,GB,55.4258,-5.6076,50.0,93,75,18.41,broken clouds
581,Nemuro,JP,43.3236,145.575,41.0,70,0,12.66,clear sky
582,Kalabo,ZM,-14.97,22.6814,64.31,95,63,4.61,light rain
583,The Pas,CA,53.8251,-101.2541,28.4,50,1,11.5,clear sky
584,Port Hawkesbury,CA,45.6169,-61.3485,30.99,86,90,5.75,overcast clouds
585,Bandarbeyla,SO,9.4942,50.8122,77.83,80,22,9.64,few clouds
586,Sorong,ID,-0.8833,131.25,78.31,87,100,7.56,overcast clouds
587,Kindu,CD,-2.95,25.95,70.0,89,87,2.75,overcast clouds
588,Torbat-E Jam,IR,35.244,60.6225,61.81,72,65,3.69,broken clouds
589,Gao,ML,16.6362,1.637,70.66,9,0,12.97,clear sky
590,Anloga,GH,5.7947,0.8973,82.4,78,20,9.22,few clouds
591,Mchinji,MW,-13.7984,32.8802,61.63,95,52,2.95,light rain
592,Bismarck,US,46.8083,-100.7837,41.0,48,75,14.97,broken clouds
593,Daru,PG,-9.0763,143.2092,84.49,75,96,7.4,overcast clouds
594,Gat,IL,31.61,34.7642,55.0,100,9,3.31,clear sky
595,Buala,SB,-8.145,159.5921,84.36,72,66,9.84,moderate rain
596,Cuiluan,CN,47.72,128.648,38.75,83,26,6.26,scattered clouds
597,Pecos,US,31.4229,-103.4932,75.2,11,1,14.97,clear sky
598,Shwebo,MM,22.5667,95.7,79.57,21,98,2.21,overcast clouds
599,Motema,SL,8.6,-11.0333,73.99,88,17,2.44,few clouds
600,Shiyan,CN,32.6475,110.7781,60.69,55,0,3.83,clear sky
601,Cheney,US,47.4874,-117.5758,57.2,38,75,13.8,broken clouds
602,Chute-Aux-Outardes,CA,49.1168,-68.399,24.8,68,1,14.97,clear sky
603,Huangchuan,CN,32.1272,115.0394,60.08,79,0,11.01,clear sky
604,Muyuka,CM,4.2898,9.4103,78.8,100,20,2.3,few clouds
605,Springbok,ZA,-29.6643,17.8865,57.4,48,27,6.29,scattered clouds
606,Blaine,US,45.1608,-93.2349,37.4,100,90,14.97,light rain
607,Kortkeros,RU,61.8106,51.5806,15.8,86,0,2.24,clear sky
608,Pingliang,CN,35.5392,106.6861,50.0,28,0,1.01,clear sky
609,Maturin,VE,9.75,-63.1767,74.64,79,67,7.23,broken clouds
610,Bonfim,BR,3.0833,-59.95,82.81,56,66,8.86,broken clouds
611,Camacha,PT,33.0833,-16.3333,64.4,88,40,19.57,scattered clouds
612,Huescar,ES,37.811,-2.5412,48.0,94,29,6.67,scattered clouds
613,Pringsewu,ID,-5.3582,104.9744,74.3,95,100,2.21,overcast clouds
614,Sidney,AU,-33.8679,151.2073,73.0,68,20,8.05,few clouds
615,Kawalu,ID,-7.3817,108.2082,75.09,90,68,1.25,broken clouds
616,Sanand,IN,22.9833,72.3833,78.8,27,0,3.44,smoke
617,Skibbereen,IE,51.55,-9.2667,48.2,100,75,29.93,light intensity drizzle
618,Ugoofaaru,MV,5.6667,73.0,82.29,76,97,15.75,overcast clouds
619,Barcelos,PT,41.5388,-8.6151,57.0,87,0,5.28,clear sky
620,Lubao,PH,14.9167,120.55,78.8,78,75,2.3,broken clouds
621,Vaitape,PF,-16.5167,-151.75,82.72,73,38,21.12,scattered clouds
622,Tigil,RU,57.8,158.6667,6.89,88,99,8.55,overcast clouds
623,Ciudad Bolivar,VE,8.1222,-63.5497,81.45,60,79,15.17,broken clouds
624,Lugovoy,KZ,42.9472,72.7644,50.05,85,94,2.64,light rain
625,Anuradhapura,LK,8.3565,80.4173,73.24,92,64,2.17,broken clouds
626,Redcliffe,AU,-27.2307,153.0973,82.99,44,40,6.91,scattered clouds
627,Lagdo,CM,9.05,13.7333,82.58,14,27,5.01,scattered clouds
628,Laborie,LC,13.75,-60.9833,78.8,78,40,18.41,scattered clouds
629,Orlik,RU,52.5178,99.825,-2.79,95,50,2.37,scattered clouds
630,Marsh Harbour,BS,26.5412,-77.0636,76.03,72,0,14.03,clear sky
631,Bestobe,KZ,52.4994,73.0975,30.54,94,98,7.67,overcast clouds
632,Mgandu,TZ,-5.95,34.1333,57.79,91,98,2.13,overcast clouds
633,Hobyo,SO,5.3505,48.5268,79.83,78,16,14.38,few clouds
634,Rio Casca,BR,-20.2261,-42.6508,72.59,84,0,1.63,clear sky
635,Dauriya,RU,49.9333,116.8667,34.14,74,77,21.25,broken clouds
636,Ilulissat,GL,69.2167,-51.1,-14.8,53,3,5.75,clear sky
637,Mora,CM,11.0461,14.1401,75.13,19,15,5.79,few clouds
638,Karratha,AU,-20.7377,116.8463,84.02,60,96,7.56,light rain
639,Kamaishi,JP,39.2667,141.8833,42.8,81,75,2.3,broken clouds
640,Laguna,US,38.421,-121.4238,75.99,25,1,4.61,clear sky
641,Belyy Yar,RU,53.6039,91.3903,24.8,86,100,4.47,smoke
642,Iquique,CL,-20.2208,-70.1431,68.0,68,90,12.66,overcast clouds
643,Gedo,ET,9.0167,37.45,55.15,56,91,1.1,overcast clouds
644,Mitu,CO,1.1983,-70.1733,73.33,97,42,2.62,scattered clouds
645,Neiafu,TO,-18.65,-173.9833,86.0,74,40,9.22,scattered clouds
646,Dingle,PH,10.9995,122.6711,80.31,80,96,7.99,overcast clouds
647,Mnogovershinnyy,RU,53.9353,139.9242,26.08,86,89,3.4,overcast clouds
648,Deputatskiy,RU,69.3,139.9,4.93,91,98,0.69,overcast clouds
649,Yeppoon,AU,-23.1333,150.7333,80.6,69,40,4.61,scattered clouds
650,Taunggyi,MM,20.7833,97.0333,61.95,38,12,1.77,few clouds
651,Kristiinankaupunki,FI,62.2743,21.376,40.28,88,88,12.64,overcast clouds
652,Woodstock,CA,43.1334,-80.7497,57.2,54,86,1.14,overcast clouds
653,Yuzhne,UA,46.6221,31.1013,37.4,93,0,6.71,clear sky
654,Elko,US,41.0002,-115.5012,59.0,24,1,9.22,clear sky
655,Khandyga,RU,62.6667,135.6,21.87,93,100,1.48,light snow
656,Albacete,ES,38.8333,-2.0,44.6,93,20,4.61,few clouds
657,Okhotsk,RU,59.3833,143.3,9.14,82,98,4.56,overcast clouds
658,Aldan,RU,58.6031,125.3894,20.16,92,93,1.54,overcast clouds
659,Torres,BR,-29.3353,-49.7269,72.79,89,100,4.27,overcast clouds
660,Edd,ER,13.9297,41.6925,76.8,76,2,4.27,clear sky
661,Ihosy,MG,-22.4,46.1167,64.31,86,3,2.57,clear sky
662,Harsin,IR,34.2721,47.5861,35.6,44,0,13.8,clear sky
663,Yantal,RU,56.8471,105.2542,16.21,95,93,4.36,overcast clouds
664,Mehamn,NO,71.0357,27.8492,33.53,87,100,10.0,overcast clouds
665,Curup,ID,-3.4667,102.5333,67.28,92,100,1.01,overcast clouds
666,Hearst,CA,49.6835,-83.6665,42.8,42,100,3.44,overcast clouds
667,Kirakira,SB,-10.4544,161.9205,85.17,74,41,11.03,scattered clouds
668,Ovalle,CL,-30.5983,-71.2003,72.77,43,0,3.27,clear sky
669,Quchan,IR,37.106,58.5095,45.1,90,83,17.18,broken clouds
670,Ban Nahin,LA,18.2418,104.2122,81.28,61,71,1.45,broken clouds
671,Bukama,CD,-9.2,25.85,66.11,97,35,0.94,scattered clouds
672,Mastic Beach,US,40.7668,-72.8521,52.0,62,1,5.75,clear sky
673,Matara,LK,5.9485,80.5353,76.08,84,100,2.42,overcast clouds
674,Cananeia,BR,-25.0147,-47.9267,77.7,90,47,2.93,heavy intensity rain
675,Dudinka,RU,69.4058,86.1778,-6.72,99,15,7.07,few clouds
676,Roald,NO,62.5833,6.1333,39.0,93,90,9.22,overcast clouds
677,Guaratinga,BR,-16.5667,-39.5667,78.8,73,0,6.91,clear sky
678,Coffs Harbour,AU,-30.3,153.1333,78.8,47,0,9.22,clear sky
679,Gawler,AU,-34.6,138.7333,66.99,65,40,4.0,scattered clouds
680,Ladario,BR,-19.0047,-57.6017,82.0,47,80,4.68,broken clouds
681,San Prisco,IT,41.0871,14.2782,50.0,93,0,1.99,clear sky
682,Oussouye,SN,12.485,-16.5469,73.4,83,0,6.91,clear sky
683,Singkang,MY,2.1006,102.7994,71.6,100,20,1.14,mist
684,Albion,US,42.2431,-84.753,55.4,82,90,5.75,light rain
685,Grand Forks,US,47.9417,-97.4337,39.2,38,90,20.71,overcast clouds
686,Sucua,EC,-2.4667,-78.1667,71.6,83,40,5.75,light rain
687,Fort Nelson,CA,58.8053,-122.7002,41.0,45,90,8.05,overcast clouds
688,Northam,GB,51.0333,-4.2167,51.01,83,93,18.99,overcast clouds
689,Koslan,RU,63.4564,48.8989,17.33,96,34,4.0,scattered clouds
690,Kayseri,TR,38.737,35.4968,24.8,93,40,3.44,scattered clouds
691,San Policarpo,PH,12.1791,125.5072,81.25,81,73,10.71,broken clouds
692,Poya,NC,-21.35,165.15,87.64,56,1,4.09,clear sky
693,Maicao,CO,11.3832,-72.2432,79.79,66,55,14.97,broken clouds
694,Calabozo,VE,8.9242,-67.4293,84.94,43,100,10.65,overcast clouds
695,Otradnoye,RU,59.7775,30.8181,39.99,70,0,6.71,clear sky
696,Kuala Lumpur,MY,3.1431,101.6865,75.99,100,20,2.3,few clouds
697,Resistencia,AR,-27.4606,-58.9839,64.99,94,90,6.91,light rain
698,Fier,AL,40.7239,19.5561,48.7,77,99,3.42,overcast clouds
699,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,78.73,34,35,3.65,scattered clouds
